,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
998518,4169,702,5,971579560,M,50,0,66048,Faces (1968),Drama,False
961215,4940,549,5,1022012377,F,50,11,94102,Thirty-Two Short Films About Glenn Gould (1993),Documentary,False
882498,193,514,4,977018841,F,45,15,44106,"Ref, The (1994)",Comedy,False
977155,1059,2590,3,974952614,F,25,0,97213,Hideous Kinky (1998),Drama,False
866788,2915,2168,3,971751368,M,25,7,23423,Dance with Me (1998),Drama|Romance,False
30456,4317,1097,2,965253612,F,35,14,60202,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
563832,3705,3101,4,966282983,M,45,7,30076,Fatal Attraction (1987),Thriller,False
609846,4083,1487,1,965458227,M,56,14,92630,Selena (1997),Drama|Musical,False
275527,3589,3020,1,1019402484,F,45,0,80010,Falling Down (1993),Action|Drama,False
920018,5916,2940,3,957321192,M,50,20,48230,Gilda (1946),Film-Noir,False
380398,611,1660,4,977155440,M,35,0,20715,Eve's Bayou (1997),Drama,False
631824,2126,2664,3,974644340,M,56,14,02632,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,False
261648,881,2289,1,975262586,M,18,14,76401,"Player, The (1992)",Comedy|Drama,False
527999,4104,2011,3,965416046,M,18,16,42141,Back to the Future Part II (1989),Comedy|Sci-Fi,False
576209,5576,2616,2,959695319,M,25,4,55369,Dick Tracy (1990),Action|Crime,False
648018,5021,1301,4,962583967,M,50,6,90504,Forbidden Planet (1956),Sci-Fi,False
821418,3418,2817,1,967400057,F,18,3,22305,Aces: Iron Eagle III (1992),Action|War,False
212857,3622,2081,4,966571190,M,18,1,02446,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
221308,1410,3527,5,974763150,M,50,7,94404,Predator (1987),Action|Sci-Fi|Thriller,False
801245,1315,1224,5,974781117,M,35,7,75214,Henry V (1989),Drama|War,False
538006,343,2021,4,988596770,F,35,3,55127,Dune (1984),Fantasy|Sci-Fi,False
359195,187,2702,4,977078255,F,45,1,94061,Summer of Sam (1999),Drama,False
893215,4560,3342,4,964813196,M,25,0,69301,Birdy (1984),Drama|War,False
21964,1434,2321,3,974761154,F,1,10,495321,Pleasantville (1998),Comedy,False
669522,3475,3633,2,1015302761,M,25,14,33133,On Her Majesty's Secret Service (1969),Action,False
716012,467,2671,2,976227647,F,35,3,55075,Notting Hill (1999),Comedy|Romance,False
224468,1367,1240,5,974770580,M,25,12,53707,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
468373,2699,2746,5,973306665,F,56,13,74128,Little Shop of Horrors (1986),Comedy|Horror|Musical,False
692214,5630,2064,3,980553371,M,35,17,06854,Roger & Me (1989),Comedy|Documentary,False
304750,4514,2395,3,965266886,M,18,3,48604,Rushmore (1998),Comedy,False
522225,5862,539,5,957673127,F,25,9,76120,Sleepless in Seattle (1993),Comedy|Romance,False
614651,2276,628,4,974562197,M,56,13,44143,Primal Fear (1996),Drama|Thriller,False
890061,4831,1611,4,1024071899,F,25,1,04210,My Own Private Idaho (1991),Drama,False
116228,4041,3699,3,965502699,M,18,3,48005,Starman (1984),Adventure|Drama|Romance|Sci-Fi,False
871384,818,1969,1,975384787,M,18,4,60107,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror,False
671645,4832,2402,2,963001273,M,25,14,17857,Rambo: First Blood Part II (1985),Action|War,False
240593,4258,2700,5,966004583,M,25,17,19711,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
377091,660,1589,3,975689927,M,45,16,70507,Cop Land (1997),Crime|Drama|Mystery,False
343243,4448,912,5,986262526,M,25,14,06880,Casablanca (1942),Drama|Romance|War,False
993526,1710,1809,5,983746087,M,18,0,94530,Hana-bi (1997),Comedy|Crime|Drama,False
423431,1599,2054,4,974734600,M,25,0,92646,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,False
290817,36,2890,4,978210190,M,25,3,94123,Three Kings (1999),Drama|War,False
10304,169,594,4,977197619,M,25,7,55439,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,False
408313,4414,3755,3,965560152,M,25,4,40504,"Perfect Storm, The (2000)",Action|Adventure|Thriller,False
634858,456,3638,2,976301205,M,35,0,55105,Moonraker (1979),Action|Romance|Sci-Fi,False
791426,181,2463,3,977089131,M,18,17,33186,Ruthless People (1986),Comedy,False
440630,4611,592,3,964155108,F,18,4,78705,Batman (1989),Action|Adventure|Crime|Drama,False
361454,3189,3155,3,968663436,M,25,16,90292,Anna and the King (1999),Drama|Romance,False
37895,5841,1022,5,957823698,F,35,7,10024,Cinderella (1950),Animation|Children's|Musical,False
251598,4088,50,5,965430178,M,25,3,77057,"Usual Suspects, The (1995)",Crime|Thriller,False
695632,543,842,4,976159541,M,25,5,55057,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,False
146526,796,3735,3,977723922,M,50,6,98237,Serpico (1973),Crime|Drama,False
415312,2026,778,3,974670679,M,50,16,49277,Trainspotting (1996),Drama,False
642381,3539,76,3,966929606,F,25,4,77006,Screamers (1995),Sci-Fi|Thriller,False
926211,3678,692,2,967053314,M,25,0,06880,Solo (1996),Action|Sci-Fi|Thriller,False
38430,1303,2762,4,974836813,M,25,19,94111,"Sixth Sense, The (1999)",Thriller,False
511942,2895,1200,5,971990086,M,25,11,07039,Aliens (1986),Action|Sci-Fi|Thriller|War,False
488964,4819,784,4,962926053,M,35,18,17350,"Cable Guy, The (1996)",Comedy,False
142560,5054,2571,3,962487005,M,35,2,20818,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
69752,4382,2916,3,965174856,M,25,18,14620,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
91224,1995,1544,3,974683080,M,25,1,85364,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
452739,5556,2080,5,959443477,M,45,6,92103,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
602830,2562,2764,2,973980162,M,18,0,98021,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller,False
135881,5954,1198,4,957128628,M,45,11,70802,Raiders of the Lost Ark (1981),Action|Adventure,False
538532,4354,2021,1,966753189,M,35,14,78611,Dune (1984),Fantasy|Sci-Fi,False
922062,4647,2505,2,984289194,M,35,20,80222,8MM (1999),Thriller,False
975168,1140,2351,3,974877762,F,45,2,73069,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,False
424873,3603,1252,2,966615723,F,35,7,78704,Chinatown (1974),Film-Noir|Mystery|Thriller,False
729675,166,1248,4,977187429,M,18,4,92802,Touch of Evil (1958),Crime|Film-Noir|Thriller,False
785104,58,3098,5,977937696,M,25,2,30303,"Natural, The (1984)",Drama,False
563152,4510,3396,1,966826483,M,45,7,92503,"Muppet Movie, The (1979)",Children's|Comedy,False
592538,2751,141,5,973197981,F,25,16,28120,"Birdcage, The (1996)",Comedy,False
332289,4092,3524,5,965420613,F,25,0,19063,Arthur (1981),Comedy|Romance,False
932169,4680,417,4,963683569,M,35,0,04473,Barcelona (1994),Comedy|Romance,False
676944,1922,532,3,975163491,F,25,7,94303,Serial Mom (1994),Comedy|Crime|Horror,False
307474,5675,2759,5,958685254,M,35,14,30030,Dick (1999),Comedy,False
830839,451,3271,5,976415640,M,56,13,54720,Of Mice and Men (1992),Drama,False
328640,3271,3501,5,968199077,F,35,0,92704,Murphy's Romance (1985),Comedy|Romance,False
204511,3281,1304,4,968167264,M,25,17,79705,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
380421,1218,1660,4,976120988,M,56,15,13207,Eve's Bayou (1997),Drama,False
36508,2109,1907,3,974658137,M,25,16,13090,Mulan (1998),Animation|Children's,False
43747,225,1961,4,976832775,M,25,7,11215,Rain Man (1988),Drama,False
713590,2774,2150,5,973098176,M,25,1,92103,"Gods Must Be Crazy, The (1980)",Comedy,False
806926,1977,2065,3,974684063,M,56,6,02726,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
838575,35,3060,4,978103202,M,45,1,02482,"Commitments, The (1991)",Comedy|Drama,False
914387,4490,2212,3,965007025,M,35,5,70123,"Man Who Knew Too Much, The (1934)",Thriller,False
299169,4381,913,5,965262767,M,25,4,65804,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
939028,195,3515,4,979055083,M,25,12,10458,Me Myself I (2000),Comedy,False
921719,229,3115,3,1039503763,M,18,10,04576,Flawless (1999),Drama,False
700072,3336,1994,2,968097597,M,35,17,93436,Poltergeist (1982),Horror|Thriller,False
341714,2909,1088,4,1009395696,M,25,7,43228,Dirty Dancing (1987),Musical|Romance,False
682356,4708,3698,4,966998773,M,25,0,60647,"Running Man, The (1987)",Action|Adventure|Sci-Fi,False
931705,5636,1131,5,959052118,M,25,7,98102,Jean de Florette (1986),Drama,False
841863,3363,3831,5,995426940,F,35,9,04046,Saving Grace (2000),Comedy,False
545441,376,1230,5,982551584,M,35,1,80026,Annie Hall (1977),Comedy|Romance,False
615873,3818,2605,3,965948737,M,45,17,32837,Entrapment (1999),Crime|Thriller,False
439579,130,592,5,977432108,M,35,17,50021,Batman (1989),Action|Adventure|Crime|Drama,False
863412,2987,2460,1,970794638,M,18,4,15213,"Texas Chainsaw Massacre 2, The (1986)",Horror,False
479584,6000,2826,4,956883902,M,45,17,30075,"13th Warrior, The (1999)",Action|Horror|Thriller,False
966520,3823,2730,3,965944197,M,56,7,93711,Barry Lyndon (1975),Drama,False
48851,4276,260,4,965295003,F,45,0,96821,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
599567,203,832,2,976929170,F,18,4,53715,Ransom (1996),Drama|Thriller,False
436967,5869,1409,4,957574372,F,25,7,19103,Michael (1996),Comedy|Romance,False
411754,224,1584,4,981145219,F,18,4,14850,Contact (1997),Drama|Sci-Fi,False
483530,4448,923,5,968272956,M,25,14,06880,Citizen Kane (1941),Drama,False
18961,549,2018,4,976122084,M,25,6,53217,Bambi (1942),Animation|Children's,False
31555,1491,1721,2,974752179,M,18,4,06511,Titanic (1997),Drama|Romance,False
612338,1019,1645,4,975009376,M,35,1,60640,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,False
916419,5333,3317,4,986151502,F,25,7,02332,Wonder Boys (2000),Comedy|Drama,False
225874,5449,1240,4,959949117,M,18,12,01702,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
649579,731,1748,5,975527181,M,45,3,55410,Dark City (1998),Film-Noir|Sci-Fi|Thriller,False
122234,543,1370,5,976121021,M,25,5,55057,Die Hard 2 (1990),Action|Thriller,False
428342,2077,3363,3,979972543,M,18,0,55112,American Graffiti (1973),Comedy|Drama,False
271810,2731,1923,5,973243663,M,35,7,11050,There's Something About Mary (1998),Comedy,False
469198,5605,1009,2,959554013,F,18,2,95008,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,False
984530,1274,2345,4,1009973472,M,45,7,37343,Desert Bloom (1986),Drama,False
559320,923,231,4,975201306,M,25,7,37212,Dumb & Dumber (1994),Comedy,False
65172,3349,2268,3,967752083,F,18,4,92054,"Few Good Men, A (1992)",Crime|Drama,False
664673,3557,1005,1,966806563,M,18,5,48185,D3: The Mighty Ducks (1996),Children's|Comedy,False
895627,5390,259,3,960328430,M,1,0,78130,Kiss of Death (1995),Crime|Drama|Thriller,False
733974,2015,1199,4,1020384693,M,18,4,01003,Brazil (1985),Sci-Fi,False
882194,2731,2857,5,973243043,M,35,7,11050,Yellow Submarine (1968),Animation|Musical,False
184068,3491,1641,3,967067035,M,25,16,28542,"Full Monty, The (1997)",Comedy,False
439400,5441,2640,3,959988360,M,50,7,95762,Superman (1978),Action|Adventure|Sci-Fi,False
369242,438,1639,5,980903471,M,18,11,53705,Chasing Amy (1997),Drama|Romance,False
452491,3732,2080,1,969169151,M,25,17,60153,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
747225,1768,2411,1,974701983,M,45,16,75067,Rocky IV (1985),Action|Drama,False
310114,1164,348,5,1021599577,F,25,19,90020,Bullets Over Broadway (1994),Comedy,False
760528,943,468,3,975168570,F,45,12,08033,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False
96999,2088,110,5,974656694,M,50,7,60618,Braveheart (1995),Action|Drama|War,False
942006,5636,1596,3,981101789,M,25,7,98102,Career Girls (1997),Drama,False
597398,737,2581,2,976153647,M,1,19,53711,Never Been Kissed (1999),Comedy|Romance,False
916309,3301,3317,4,991058466,F,25,2,85719,Wonder Boys (2000),Comedy|Drama,False
919378,2446,3729,5,974236406,M,18,7,10038,Shaft (1971),Action|Crime,False
738454,3140,903,4,969034493,F,25,4,78728,Vertigo (1958),Mystery|Thriller,False
667348,3626,1013,3,966623027,M,25,17,75075,"Parent Trap, The (1961)",Children's|Drama,False
221719,3470,3527,3,967148369,M,35,17,49887,Predator (1987),Action|Sci-Fi|Thriller,False
137227,3127,593,5,969306605,F,25,0,10003,"Silence of the Lambs, The (1991)",Drama|Thriller,False
727108,3018,112,4,972486956,M,35,0,45242,Rumble in the Bronx (1995),Action|Adventure|Crime,False
663719,5394,3399,3,981004737,M,18,0,60618,Sesame Street Presents Follow That Bird (1985),Children's|Comedy,False
177699,5164,1244,5,961902796,F,35,17,91107,Manhattan (1979),Comedy|Drama|Romance,False
733978,2042,1199,4,974667215,M,1,10,79358,Brazil (1985),Sci-Fi,False
990451,5682,2446,3,959043284,M,18,0,23455-4959,In Dreams (1999),Thriller,False
179197,3847,356,4,965882644,M,25,7,12801,Forrest Gump (1994),Comedy|Romance|War,False
954622,5026,544,2,962580875,M,25,17,92584,Striking Distance (1993),Action,False
163404,6003,920,5,956979379,F,45,17,78722,Gone with the Wind (1939),Drama|Romance|War,False
341575,1688,1088,1,974796789,F,18,4,34243,Dirty Dancing (1987),Musical|Romance,False
177700,5165,1244,5,961904697,M,35,6,91103,Manhattan (1979),Comedy|Drama|Romance,False
359482,4215,2702,3,965317137,M,25,7,77006,Summer of Sam (1999),Drama,False
932088,1897,417,2,976159021,F,50,2,94530,Barcelona (1994),Comedy|Romance,False
399677,5083,1343,4,962419020,M,25,4,16803,Cape Fear (1991),Thriller,False
586653,438,1263,5,981601938,M,18,11,53705,"Deer Hunter, The (1978)",Drama|War,False
771074,4430,3614,1,965105296,F,25,0,94403,Honeymoon in Vegas (1992),Comedy|Romance,False
601228,5000,1883,4,962596979,M,25,4,46254,Bulworth (1998),Comedy,False
209942,2265,2115,4,974582180,M,56,13,60506,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
661441,2386,2083,4,974308951,F,25,0,06040,"Muppet Christmas Carol, The (1992)",Children's|Musical,False
592620,3562,141,3,966790269,F,25,6,32812,"Birdcage, The (1996)",Comedy,False
18263,5225,2791,4,961691767,M,18,4,55120,Airplane! (1980),Comedy,False
573740,392,3897,5,993670889,M,18,7,20037,Almost Famous (2000),Comedy|Drama,False
526846,4473,2378,4,965074830,M,35,1,94121,Police Academy (1984),Comedy,False
150266,4388,1954,5,965217406,M,45,3,75074,Rocky (1976),Action|Drama,False
245920,2205,3079,3,974603736,F,25,7,10016,Mansfield Park (1999),Drama,False
756593,2453,175,5,974191246,M,25,7,55429,Kids (1995),Drama,False
997640,1015,1864,4,975018115,M,35,3,11220,Sour Grapes (1998),Comedy,False
392068,1988,367,3,974683706,F,25,1,85224,"Mask, The (1994)",Comedy|Crime|Fantasy,False
506706,5550,2431,5,959620299,M,35,15,48187,Patch Adams (1998),Comedy|Drama,False
659812,3320,1275,4,968521742,M,25,1,56082,Highlander (1986),Action|Adventure,False
626384,2895,1179,5,972403696,M,25,11,07039,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
153161,1764,163,4,974703378,M,18,0,75149,Desperado (1995),Action|Romance|Thriller,False
197706,5376,1580,4,960409656,M,25,17,94538,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
692173,5321,2064,3,960864061,M,25,4,02457,Roger & Me (1989),Comedy|Documentary,False
214851,3283,1214,4,968121461,M,35,16,66208,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
349855,571,1573,3,975998242,M,50,5,95401,Face/Off (1997),Action|Sci-Fi|Thriller,False
297829,5233,1089,4,961451067,M,25,5,97213,Reservoir Dogs (1992),Crime|Thriller,False
352204,319,1221,5,1002939818,F,50,6,33436,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
486867,4417,3703,4,965136312,M,25,15,02135,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
330110,2063,3508,3,979408343,M,25,4,43138,"Outlaw Josey Wales, The (1976)",Western,False
971743,3491,1866,5,967072080,M,25,16,28542,"Big Hit, The (1998)",Action|Comedy,False
511096,5765,2001,3,958181217,M,25,11,44515,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
175099,5026,318,5,962578297,M,25,17,92584,"Shawshank Redemption, The (1994)",Drama,False
294539,1306,1513,5,1013750966,M,25,3,64068,Romy and Michele's High School Reunion (1997),Comedy,False
929176,5492,1592,1,996764192,M,18,4,55104,Air Bud (1997),Children's|Comedy,False
100540,5317,1834,4,960906750,F,25,0,02138,"Spanish Prisoner, The (1997)",Drama|Thriller,False
828684,5501,1086,4,959795392,M,25,2,33334,Dial M for Murder (1954),Mystery|Thriller,False
765761,5335,3360,3,960764746,M,25,14,75093,Hoosiers (1986),Drama,False
671274,5504,3639,4,959735320,M,45,7,85287-2702,"Man with the Golden Gun, The (1974)",Action,False
227624,5061,2987,5,962495033,F,18,19,05070,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
966517,3621,2730,5,966576441,M,18,4,33023,Barry Lyndon (1975),Drama,False
628641,3481,3503,4,968743581,M,18,4,94122,Solaris (Solyaris) (1972),Drama|Sci-Fi,False
509933,5511,2000,5,959715094,M,45,1,92407,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
832624,5501,3712,4,959798908,M,25,2,33334,Soapdish (1991),Comedy,False
984262,2188,2151,3,974609096,F,18,19,60641,"Gods Must Be Crazy II, The (1989)",Comedy,False
921990,3618,2505,3,966598816,M,56,17,22657,8MM (1999),Thriller,False
76282,547,3578,4,976068387,M,35,12,76109,Gladiator (2000),Action|Drama,False
443875,816,1345,4,975470623,M,45,0,92108,Carrie (1976),Horror,False
57101,724,608,4,975523413,M,50,13,90266,Fargo (1996),Crime|Drama|Thriller,False
74958,2030,1213,4,974735142,M,25,4,77345,GoodFellas (1990),Crime|Drama,False
986427,3353,3716,2,968127235,M,35,17,92688,Fatal Beauty (1987),Action|Crime,False
313500,5317,497,5,960908836,F,25,0,02138,Much Ado About Nothing (1993),Comedy|Romance,False
866596,3217,900,3,968455903,F,35,0,92630,"American in Paris, An (1951)",Musical|Romance,False
851694,3191,1894,3,968653686,M,25,12,27707,Six Days Seven Nights (1998),Adventure|Comedy|Romance,False
512957,6035,1200,2,956711361,F,25,1,78734,Aliens (1986),Action|Sci-Fi|Thriller|War,False
572255,752,708,2,991950849,F,25,3,97401,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
930344,714,2036,4,975782838,M,18,4,76013,Blank Check (1994),Children's|Comedy,False
772897,3622,3040,2,966568326,M,18,1,02446,Meatballs (1979),Comedy,False
153931,1758,21,4,974786788,F,25,0,33067-1400,Get Shorty (1995),Action|Comedy|Drama,False
389844,1835,1027,4,974880928,M,25,19,11501,Robin Hood: Prince of Thieves (1991),Drama,False
799371,4411,3548,5,970368789,M,18,4,92122,Auntie Mame (1958),Comedy|Drama,False
668067,1569,1956,5,974739015,F,56,13,07701,Ordinary People (1980),Drama,False
795197,5553,922,4,959456671,M,35,3,29425,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,False
65165,3320,2268,4,967921480,M,25,1,56082,"Few Good Men, A (1992)",Crime|Drama,False
525327,3411,3175,3,1013903248,M,18,4,02139,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
695186,1779,1373,2,977033568,M,18,1,78133,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,False
655632,1605,3440,2,975383836,F,18,0,28270,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,False
530409,3313,1215,4,968098104,M,35,20,90292,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
564993,1285,342,4,974791907,M,35,4,98125,Muriel's Wedding (1994),Comedy|Romance,False
946636,2012,2099,3,974675537,M,25,4,49456,Song of the South (1946),Adventure|Animation|Children's|Musical,False
556737,548,2710,1,976139767,F,35,16,96860,"Blair Witch Project, The (1999)",Horror,False
538169,1645,2021,3,975537925,F,18,9,62225,Dune (1984),Fantasy|Sci-Fi,False
150481,5553,1954,3,959457265,M,35,3,29425,Rocky (1976),Action|Drama,False
199865,1680,1266,5,974844953,M,25,20,95380,Unforgiven (1992),Western,False
218349,4732,3702,4,963332279,M,25,14,24450,Mad Max (1979),Action|Sci-Fi,False
199484,4345,552,2,966273497,F,25,14,44304,"Three Musketeers, The (1993)",Action|Adventure|Comedy,False
758927,6016,2915,4,956780599,M,45,1,37209,Risky Business (1983),Comedy,False
534956,3868,543,4,965855720,M,18,12,73112,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,False
260464,4964,2716,3,962616274,M,35,0,94110,Ghostbusters (1984),Comedy|Horror,False
90667,5648,3147,4,958871836,M,25,17,48473,"Green Mile, The (1999)",Drama|Thriller,False
901878,482,482,3,976243041,M,25,14,55305,Killing Zoe (1994),Thriller,False
113271,216,265,4,976868526,M,45,13,52761,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,False
49111,4821,260,4,962947520,M,18,19,75080,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
652401,4868,2985,5,962816921,M,35,17,03820,Robocop (1987),Action|Crime|Sci-Fi,False
927325,2143,2879,4,974629897,M,18,4,32607,Operation Condor (Feiying gaiwak) (1990),Action|Adventure|Comedy,False
40267,5812,2762,5,957938153,F,25,7,92120,"Sixth Sense, The (1999)",Thriller,False
922785,4810,2672,3,962934302,M,18,12,80526,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
181108,829,1247,5,987132463,M,1,19,53711,"Graduate, The (1967)",Drama|Romance,False
907189,1410,3923,4,974764091,M,50,7,94404,Return of the Fly (1959),Horror|Sci-Fi,False
969332,770,564,2,976182466,M,18,4,98499,Chasers (1994),Comedy,False
424327,869,1252,3,975393098,M,18,20,92026,Chinatown (1974),Film-Noir|Mystery|Thriller,False
457769,5394,2662,3,1009820582,M,18,0,60618,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
197133,3850,1580,3,965881413,M,18,3,92278,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
487843,2786,3704,3,973558545,M,25,4,60201,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,False
74048,5837,1792,4,958145311,M,25,7,60607,U.S. Marshalls (1998),Action|Thriller,False
173527,765,318,4,975451416,M,25,17,74467,"Shawshank Redemption, The (1994)",Drama,False
963708,199,1445,2,976977284,M,18,4,83706,McHale's Navy (1997),Comedy|War,False
390273,948,2699,3,975161192,M,56,12,43056,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
316775,2880,353,3,989098971,M,18,12,55405,"Crow, The (1994)",Action|Romance|Thriller,False
243584,1006,1617,4,975034909,M,18,4,53220,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
145981,4934,2396,5,962647611,F,25,0,55108,Shakespeare in Love (1998),Comedy|Romance,False
140487,187,2571,4,977232687,F,45,1,94061,"Matrix, The (1999)",Action|Sci-Fi|Thriller,False
620107,2010,2701,1,974677088,M,18,4,81520,Wild Wild West (1999),Action|Sci-Fi|Western,False
428789,4790,3363,4,963179677,F,25,2,94133,American Graffiti (1973),Comedy|Drama,False
718379,2012,3120,2,974680532,M,25,4,49456,"Distinguished Gentleman, The (1992)",Comedy,False
934251,2352,2519,4,974401518,M,50,13,41076,House on Haunted Hill (1958),Horror,False
906606,352,1862,3,976325640,M,18,4,60115,Species II (1998),Horror|Sci-Fi,False
683368,4386,1591,4,965168020,M,25,5,74055,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,False
757773,1383,3707,3,975977463,F,25,7,19806,Nine 1/2 Weeks (1986),Drama,False
908402,3610,959,1,977887222,M,18,6,30064,Of Human Bondage (1934),Drama,False
361521,4276,3155,4,965295614,F,45,0,96821,Anna and the King (1999),Drama|Romance,False
136006,223,593,5,976905182,M,25,17,28262,"Silence of the Lambs, The (1991)",Drama|Thriller,False
896383,5329,193,1,960837932,F,25,5,91773,Showgirls (1995),Drama,False
473897,3746,1374,4,966140318,M,25,5,54703,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
512095,3399,1200,5,967478283,M,25,4,14623,Aliens (1986),Action|Sci-Fi|Thriller|War,False
852567,5996,92,3,956954025,F,25,0,87114,Mary Reilly (1996),Drama|Thriller,False
614611,1902,628,4,975899460,M,25,19,93536,Primal Fear (1996),Drama|Thriller,False
666836,3618,2248,3,966600773,M,56,17,22657,Say Anything... (1989),Comedy|Drama|Romance,False
995125,3099,56,2,969593848,M,25,17,20910,Kids of the Round Table (1995),Adventure|Children's|Fantasy,False
80271,2934,2126,3,971500167,F,35,20,91324,Snake Eyes (1998),Action|Crime|Mystery|Thriller,False
224440,1291,1240,4,1010007712,F,35,0,10011,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
457375,1245,2662,4,974829710,M,25,17,80461,"War of the Worlds, The (1953)",Action|Sci-Fi|War,False
262019,3159,2289,4,968989895,F,25,15,15213,"Player, The (1992)",Comedy|Drama,False
783881,2611,450,3,973720080,M,25,3,07719,With Honors (1994),Comedy|Drama,False
440250,3158,592,4,993072779,M,25,15,15217,Batman (1989),Action|Adventure|Crime|Drama,False
893999,1181,1769,4,974854858,M,35,7,20716,"Replacement Killers, The (1998)",Action|Thriller,False
405318,1058,3178,4,974951467,M,25,1,97321,"Hurricane, The (1999)",Drama,False
305414,331,2683,3,976849372,M,25,7,55902,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
85762,2153,2236,4,974626116,M,18,16,97405,Simon Birch (1998),Drama,False
786375,1842,605,4,996426224,M,18,4,53190,One Fine Day (1996),Drama|Romance,False
158490,2092,2501,5,1002065479,M,56,1,49006,October Sky (1999),Drama,False
884065,3255,534,2,968278883,F,25,15,91902,Shadowlands (1993),Drama|Romance,False
450025,5153,3388,2,961969746,M,25,7,60046,Harry and the Hendersons (1987),Comedy,False
166265,5766,3418,5,958177026,M,56,14,96744,Thelma & Louise (1991),Action|Drama,False
555967,3709,2706,5,966276014,M,25,12,89502,American Pie (1999),Comedy,False
896169,4497,190,5,965001007,M,50,0,29678,Safe (1995),Thriller,False
197274,4186,1580,3,965327475,M,25,7,33308,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
936683,884,2279,4,998606741,M,1,10,49454,Urban Legend (1998),Horror|Thriller,False
896343,4088,193,2,965432987,M,25,3,77057,Showgirls (1995),Drama,False
911730,3997,1731,4,965580083,M,35,17,45255,Mr. Magoo (1997),Comedy,False
494167,4344,2407,4,965242019,M,25,1,44240,Cocoon (1985),Comedy|Sci-Fi,False
316465,5995,3499,4,956856878,F,35,1,14618,Misery (1990),Horror,False
91153,1753,1544,4,974703385,M,35,6,90803,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
884868,877,89,3,975268933,M,25,0,90631,Nick of Time (1995),Action|Thriller,False
525650,4497,3175,4,972444499,M,50,0,29678,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
